topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0617H,NYT19991103.0509,828,"At a late-night news briefing here Wednesday, investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes to try and piece together the mystery.",XIE19991101.0310,502,"""We do not know at this point what caused the crash,"" Hall said at a press conference.","556, 588","828, 872;874, 993",Hall said at a press conference.,At a late-night news briefing here Wednesday...investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes,0,0.5605789
D0617H,NYT19991103.0509,828,"At a late-night news briefing here Wednesday, investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes to try and piece together the mystery.",XIE19991111.0027,213,"The plane's flight data recorder, one of the two ""Black Boxes"", was retrieved early Tuesday and now is under analysis by experts of U.S. National Transportation Safety Board (NTSB) in Washington.","213, 245;309, 386","828, 872;874, 993",The plane's flight data recorder...now is under analysis by experts of U.S. National Transportation Safety Board,At a late-night news briefing here Wednesday...investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes,0,0.62219274
D0617H,NYT19991103.0509,828,"At a late-night news briefing here Wednesday, investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes to try and piece together the mystery.",XIE19991116.0318,234,"""We are concentrating our efforts on determining from the evidence, including the cockpit voice recorder, whether or not this investigation is to remain under the leadership of the National Transportation Safety Board (NTSB),"" said NTSB Chairman Jim Hall at a press conference here.","235, 237;461, 516","828, 872;874, 993",We...said NTSB Chairman Jim Hall at a press conference here.,At a late-night news briefing here Wednesday...investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes,0,0.57256323
D0617H,NYT19991103.0509,828,"At a late-night news briefing here Wednesday, investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes to try and piece together the mystery.",NYT19991103.0509,828,"At a late-night news briefing here Wednesday, investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes to try and piece together the mystery.","968, 1000","968, 1000",the jet's two black boxes to try,the jet's two black boxes to try,0,0.69599086
D0617H,NYT19991103.0509,828,"At a late-night news briefing here Wednesday, investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes to try and piece together the mystery.",NYT19991103.0509,828,"At a late-night news briefing here Wednesday, investigators with the National Transportation Safety Board said they need to study data from the jet's two black boxes to try and piece together the mystery.","874, 892;1005, 1032","874, 892;1005, 1032",investigators with...piece together the mystery.,investigators with...piece together the mystery.,0,0.679246
D0617H,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,"1033, 1164","1033, 1164",But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,0,0.7437872
D0617H,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,"1059, 1164","1033, 1164",before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,0,0.64554375
D0617H,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,"1033, 1164","1059, 1164",But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,0,0.68230116
D0617H,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,"1059, 1164","1059, 1164",before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,0,0.7302497
D0617H,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,NYT19991109.0379,0,"NEWPORT NAVAL STATION, R.I. _ A submarine operated by remote control retrieved a flight data recorder from the depths of the ocean south of Nantucket on Tuesday, bringing to the surface a crucial piece of evidence that investigators hope will reveal why EgyptAir Flight 990 crashed into the sea.","0, 21;69, 160","1059, 1164",NEWPORT NAVAL STATION...retrieved a flight data recorder from the depths of the ocean south of Nantucket on Tuesday,before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,0,0.6289001
D0617H,NYT19991103.0509,1033,But it could be next week before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,XIE19991117.0007,1160,The cockpit voice recorder was recovered from the ocean floor by a remote-operated robot Saturday after a two-week search.,"1160, 1221","1059, 1164",The cockpit voice recorder was recovered from the ocean floor,before those boxes are recovered from nearly 300 feet on the bottom of the Atlantic off Nantucket Island.,0,0.53320813
D0617H,NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.",NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.","1165, 1267","1165, 1267",A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations,A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations,0,0.72365177
D0617H,NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.",NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.","1450, 1520","1165, 1267",High winds and rough seas are expected to continue through the weekend,A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations,0,0.5325843
D0617H,NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.",NYT19991109.0379,1034,"For much of the past week, investigators and mourning families have waited as foul weather and winds caused delays in the search for the recorders.","1112, 1181","1165, 1267",foul weather and winds caused delays in the search for the recorders.,A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations,0,0.54482704
D0617H,NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.",NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.","1276, 1356","1276, 1356","a few pieces of surface debris was collected Wednesday, including spoiler panels","a few pieces of surface debris was collected Wednesday, including spoiler panels",0,0.73645276
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.","1165, 1267","1450, 1520",A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations,High winds and rough seas are expected to continue through the weekend,0,0.50985545
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.","1450, 1520","1450, 1520",High winds and rough seas are expected to continue through the weekend,High winds and rough seas are expected to continue through the weekend,0,0.73246634
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.","1450, 1475;1522, 1537","1450, 1520",High winds and rough seas...said Navy Capt.,High winds and rough seas are expected to continue through the weekend,0,0.5125619
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991103.0509,1165,"A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations, though a few pieces of surface debris was collected Wednesday, including spoiler panels on the wing, seat cushions, a main wheel, the nose tire and five passenger emergency slides.","1165, 1267","1450, 1475;1522, 1537",A storm that is churning up 22-foot waves in the crash area has halted most of the recovery operations,High winds and rough seas...said Navy Capt.,0,0.5061462
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.","1450, 1520","1450, 1475;1522, 1537",High winds and rough seas are expected to continue through the weekend,High winds and rough seas...said Navy Capt.,0,0.55160797
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.","1450, 1475;1522, 1537","1450, 1475;1522, 1537",High winds and rough seas...said Navy Capt.,High winds and rough seas...said Navy Capt.,0,0.7286564
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991109.0379,1034,"For much of the past week, investigators and mourning families have waited as foul weather and winds caused delays in the search for the recorders.","1034, 1059;1061, 1134","1450, 1475;1522, 1537",For much of the past week...investigators and mourning families have waited as foul weather and winds,High winds and rough seas...said Navy Capt.,0,0.53026754
D0617H,NYT19991103.0509,1450,"High winds and rough seas are expected to continue through the weekend, said Navy Capt.",NYT19991109.0379,1034,"For much of the past week, investigators and mourning families have waited as foul weather and winds caused delays in the search for the recorders.","1112, 1181","1450, 1475;1522, 1537",foul weather and winds caused delays in the search for the recorders.,High winds and rough seas...said Navy Capt.,0,0.56115425
D0617H,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,"1550, 1614","1550, 1614",The Navy has said it needs seas of no more than about eight feet,The Navy has said it needs seas of no more than about eight feet,0,0.726183
D0617H,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,"1568, 1656","1550, 1614",it needs seas of no more than about eight feet before they can send out the USS Grapple.,The Navy has said it needs seas of no more than about eight feet,0,0.6828873
D0617H,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,"1550, 1614","1568, 1656",The Navy has said it needs seas of no more than about eight feet,it needs seas of no more than about eight feet before they can send out the USS Grapple.,0,0.7130865
D0617H,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,NYT19991103.0509,1550,The Navy has said it needs seas of no more than about eight feet before they can send out the USS Grapple.,"1568, 1656","1568, 1656",it needs seas of no more than about eight feet before they can send out the USS Grapple.,it needs seas of no more than about eight feet before they can send out the USS Grapple.,0,0.7446898
D0617H,NYT19991103.0509,1657,That ship is the same one that used its highly specialized equipment to recover the recover wreckage of TWA Flight 800 in 1996 and Swiss Air Flight 111 last year.,NYT19991103.0509,1657,That ship is the same one that used its highly specialized equipment to recover the recover wreckage of TWA Flight 800 in 1996 and Swiss Air Flight 111 last year.,"1657, 1797","1657, 1797",That ship is the same one that used its highly specialized equipment to recover the recover wreckage of TWA Flight 800 in 1996 and Swiss Air,That ship is the same one that used its highly specialized equipment to recover the recover wreckage of TWA Flight 800 in 1996 and Swiss Air,0,0.7290501
D0617H,NYT19991103.0509,1820,"Until they have the black boxes, the lack of information will continue to frustrate investigators.",NYT19991103.0509,1820,"Until they have the black boxes, the lack of information will continue to frustrate investigators.","1826, 1851","1826, 1851",they have the black boxes,they have the black boxes,0,0.7144702
D0617H,NYT19991103.0509,1820,"Until they have the black boxes, the lack of information will continue to frustrate investigators.",NYT19991109.0379,296,"The container that held the recorder, known as a black box, showed signs of damage when it was recovered, but the flight recorder inside seemed to have survived the jetliner's catastrophic impact and nine days of submersion in salt water, investigators said.","320, 332;334, 354","1826, 1851",the recorder...known as a black box,they have the black boxes,0,0.50720274
D0617H,NYT19991103.0509,1820,"Until they have the black boxes, the lack of information will continue to frustrate investigators.",NYT19991103.0509,1820,"Until they have the black boxes, the lack of information will continue to frustrate investigators.","1820, 1830;1851, 1918","1820, 1830;1851, 1918","Until they..., the lack of information will continue to frustrate investigators.","Until they..., the lack of information will continue to frustrate investigators.",0,0.7321265
D0617H,NYT19991103.0509,1820,"Until they have the black boxes, the lack of information will continue to frustrate investigators.",NYT19991110.0501,2248,"A former 767 pilot told the Seattle Post-Intelligencer last night the jet may have experienced an in-flight electrical or computer problem, based on the limited amount of information made public so far by the safety board.","2343, 2386;2388, 2430","1820, 1830;1851, 1918",an in-flight electrical or computer problem...based on the limited amount of information,"Until they..., the lack of information will continue to frustrate investigators.",0,0.52927536
D0617H,NYT19991103.0509,1820,"Until they have the black boxes, the lack of information will continue to frustrate investigators.",NYT19991112.0315,2731,"Overall, the officials said that while the FBI inquiry was far from over, investigators were faced with dwindling leads and, increasingly frustrated over their inability to help explain the crash, were anxiously awaiting recovery of the cockpit voice recorder.","2731, 2738;2740, 2900","1820, 1830;1851, 1918","Overall...the officials said that while the FBI inquiry was far from over, investigators were faced with dwindling leads and, increasingly frustrated over their inability","Until they..., the lack of information will continue to frustrate investigators.",0,0.6157689
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"1919, 1948;1953, 1978","1919, 1948;1953, 1978",Veteran aerospace journalists...have covered many crashes,Veteran aerospace journalists...have covered many crashes,0,0.7240807
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"1919, 1948;1979, 2061","1919, 1948;1979, 2061",Veteran aerospace journalists...said they could not recall a commercial airliner acting as strangely as Flight 990,Veteran aerospace journalists...said they could not recall a commercial airliner acting as strangely as Flight 990,0,0.671802
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"2006, 2105","1919, 1948;1979, 2061",a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and,Veteran aerospace journalists...said they could not recall a commercial airliner acting as strangely as Flight 990,0,0.61545926
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"1919, 1948;1979, 2061","2006, 2105",Veteran aerospace journalists...said they could not recall a commercial airliner acting as strangely as Flight 990,a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and,0,0.58757347
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"2006, 2105","2006, 2105",a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and,a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and,0,0.7322539
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"2065, 2128","2006, 2105",it made its final wayward journey up and down over the Atlantic,a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and,0,0.66826874
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,3804,It then flew to Los Angeles and then to Kennedy before leaving on its last and fatal leg.,"3804, 3806;3852, 3893","2006, 2105",It...before leaving on its last and fatal leg.,a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and,0,0.62492543
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,465,"The Boeing 767 climbed back to 24,000 feet, only to dive again rapidly toward the Atlantic, this time breaking up when it reached about 10,000 feet.","465, 479;514, 527;536, 555","2065, 2128",The Boeing 767...to dive again...toward the Atlantic,it made its final wayward journey up and down over the Atlantic,0,0.6045035
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"2006, 2105","2065, 2128",a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and,it made its final wayward journey up and down over the Atlantic,0,0.65909064
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"2065, 2128","2065, 2128",it made its final wayward journey up and down over the Atlantic,it made its final wayward journey up and down over the Atlantic,0,0.728381
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,3804,It then flew to Los Angeles and then to Kennedy before leaving on its last and fatal leg.,"3804, 3806;3852, 3893","2065, 2128",It...before leaving on its last and fatal leg.,it made its final wayward journey up and down over the Atlantic,0,0.5027733
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991110.0501,0,"Cruising at 33,000 feet, EgyptAir Flight 990 was ``uneventful'' until the plane's autopilot disconnected about 8 seconds before the jetliner, with 217 people aboard, began to drop down toward the Atlantic Ocean, crash investigators said Wednesday.","25, 33;166, 210","2065, 2128",EgyptAir...began to drop down toward the Atlantic Ocean,it made its final wayward journey up and down over the Atlantic,0,0.67831963
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,XIE19991101.0310,0,"WASHINGTON, October 31 (Xinhua) -- Radar tapes continued to show contact with an EgyptAir plane for about 90 seconds after it had begun a dramatic dive towards the Atlantic Ocean, the National Transportation Safety Board (NTSB) said Sunday.","117, 178","2065, 2128",after it had begun a dramatic dive towards the Atlantic Ocean,it made its final wayward journey up and down over the Atlantic,0,0.6027909
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,XIE20000812.0030,839,"The EgyptAir flight crashed into the Atlantic Ocean shortly after taking off from the New York International Airport on October 31, 1999, on its way to Cairo, killing 217 people on board.","839, 975","2065, 2128","The EgyptAir flight crashed into the Atlantic Ocean shortly after taking off from the New York International Airport on October 31, 1999",it made its final wayward journey up and down over the Atlantic,0,0.5220767
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,XIE20000815.0130,513,"EgyptAir Flight 990 crashed into the Atlantic shortly after takeoff October 31 from New York airport, killing 217 people on board.","513, 613","2065, 2128",EgyptAir Flight 990 crashed into the Atlantic shortly after takeoff October 31 from New York airport,it made its final wayward journey up and down over the Atlantic,0,0.51808286
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,XIE20000916.0010,362,"EgyptAir Flight 990 crashed into the Atlantic off the United States coast shortly after taking off from New York airport on October 31, killing all 217 people on board.","362, 496","2065, 2128",EgyptAir Flight 990 crashed into the Atlantic off the United States coast shortly after taking off from New York airport on October 31,it made its final wayward journey up and down over the Atlantic,0,0.53388345
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.","650, 663;667, 696","2145, 2216",1:19 a.m. EST...Plane departs bound for Cairo,after taking off from Kennedy Airport in New York on a flight to Cairo.,0,0.59563535
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,APW20000121.0318,1104,Two other officials said the working theory remains the plane was sent into a dive shortly after takeoff from New York's Kennedy Airport.,"1129, 1241","2145, 2216",the working theory remains the plane was sent into a dive shortly after takeoff from New York's Kennedy Airport.,after taking off from Kennedy Airport in New York on a flight to Cairo.,0,0.54757917
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"2145, 2216","2145, 2216",after taking off from Kennedy Airport in New York on a flight to Cairo.,after taking off from Kennedy Airport in New York on a flight to Cairo.,0,0.7441968
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991110.0501,248,It is not yet clear whether the autopilot disconnected by itself or was turned off by the crew of the Cairo-bound jet that was some 40 minutes out of New York's Kennedy Airport at the time.,"346, 365;371, 437","2145, 2216",the Cairo-bound jet...was some 40 minutes out of New York's Kennedy Airport at the time.,after taking off from Kennedy Airport in New York on a flight to Cairo.,0,0.6282511
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,NYT19991115.0260,1251,"Everything seemed normal 30 minutes into the flight from New York's John F. Kennedy International Airport to Cairo when the plane's autopilot was switched off and it suddenly went into a ``controlled descent'': a controlled steep dive from 33,000 feet to about 16,700 feet.","1251, 1356","2145, 2216",Everything seemed normal 30 minutes into the flight from New York's John F. Kennedy International Airport,after taking off from Kennedy Airport in New York on a flight to Cairo.,0,0.5403213
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,XIE19991101.0310,884,"Flight 990 of EgyptAir, Egypt's national carrier, took off from John F. Kennedy International Airport in New York at 1:19 a.m. local time (0519 GMT) en route to Cairo and disappeared from radar screen at 2 a.m. (0600 GMT).","884, 906;934, 1021","2145, 2216",Flight 990 of EgyptAir...took off from John F. Kennedy International Airport in New York at 1:19 a.m. local time,after taking off from Kennedy Airport in New York on a flight to Cairo.,0,0.61858547
D0617H,NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,XIE19991102.0164,394,"Aboard the same plane were 73 family members of the Egyptian victims of the EgyptAir flight 990, a Boeing 767, which crashed into the Atlantic Ocean off the northeastern coast of the U.S. shortly after taking off from John F. Kennedy International Airport on the way to Cairo early Sunday.","590, 683","2145, 2216",after taking off from John F. Kennedy International Airport on the way to Cairo early Sunday.,after taking off from Kennedy Airport in New York on a flight to Cairo.,0,0.7169043
