topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0608H,APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.",APW19990603.0163,1265,The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"1364, 1503","195, 203;259, 325",that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,Jim Hall...asked states Monday to get moving on setting up ``fitting stations,0,0.60004944
D0608H,APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.",APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.","195, 203;259, 325","195, 203;259, 325",Jim Hall...asked states Monday to get moving on setting up ``fitting stations,Jim Hall...asked states Monday to get moving on setting up ``fitting stations,0,0.72518504
D0608H,APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.",APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.","1070, 1080;1082, 1135","195, 203;259, 325",In January...the NTSB asked all states to set up fitting stations.,Jim Hall...asked states Monday to get moving on setting up ``fitting stations,0,0.5621409
D0608H,APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.",APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.","2155, 2312","195, 203;259, 325","They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",Jim Hall...asked states Monday to get moving on setting up ``fitting stations,0,0.52911836
D0608H,APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.",APW20000209.0099,2701,"Another safety agency, the National Transportation Safety Board, called attention to the problem of wrongly installed seats, urging creation of a network of permanent ""fitting stations"" for child seats that the government, automakers and private safety agencies would operate jointly.","2701, 2722;2826, 2902","195, 203;259, 325","Another safety agency...urging creation of a network of permanent ""fitting stations"" for child seats",Jim Hall...asked states Monday to get moving on setting up ``fitting stations,0,0.5529249
D0608H,APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.",APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.","334, 392","334, 392",parents go to have child restraints installed and checked.,parents go to have child restraints installed and checked.,0,0.73239577
D0608H,APW19990831.0237,393,"Speaking to state highway safety officials in San Antonio, Hall offered a variety of proposals coinciding with the busy driving period of Labor Day holiday week.",APW19990831.0237,393,"Speaking to state highway safety officials in San Antonio, Hall offered a variety of proposals coinciding with the busy driving period of Labor Day holiday week.","393, 450","393, 450",Speaking to state highway safety officials in San Antonio,Speaking to state highway safety officials in San Antonio,0,0.7100819
D0608H,APW19990831.0237,393,"Speaking to state highway safety officials in San Antonio, Hall offered a variety of proposals coinciding with the busy driving period of Labor Day holiday week.",APW19990831.0237,393,"Speaking to state highway safety officials in San Antonio, Hall offered a variety of proposals coinciding with the busy driving period of Labor Day holiday week.","452, 487","452, 487",Hall offered a variety of proposals,Hall offered a variety of proposals,0,0.71935254
D0608H,APW19990831.0237,393,"Speaking to state highway safety officials in San Antonio, Hall offered a variety of proposals coinciding with the busy driving period of Labor Day holiday week.",APW19990831.0237,393,"Speaking to state highway safety officials in San Antonio, Hall offered a variety of proposals coinciding with the busy driving period of Labor Day holiday week.","478, 554","478, 554",proposals coinciding with the busy driving period of Labor Day holiday week.,proposals coinciding with the busy driving period of Labor Day holiday week.,0,0.7272895
D0608H,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,APW19990408.0121,983,"On Wednesday, Hall sent the speech to top auto executives along with a letter urging them ``to discuss with your peers the need to reverse the trend of motor vehicle crashes being the leading cause of death among young Americans.''","1135, 1212","555, 622",motor vehicle crashes being the leading cause of death among young Americans.,Several were driven by the knowledge that car accidents are the No.,0,0.5307681
D0608H,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,"555, 622","555, 622",Several were driven by the knowledge that car accidents are the No.,Several were driven by the knowledge that car accidents are the No.,0,0.7344234
D0608H,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,"597, 622","555, 622",car accidents are the No.,Several were driven by the knowledge that car accidents are the No.,0,0.6134857
D0608H,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,APW19990408.0121,983,"On Wednesday, Hall sent the speech to top auto executives along with a letter urging them ``to discuss with your peers the need to reverse the trend of motor vehicle crashes being the leading cause of death among young Americans.''","1135, 1212","597, 622",motor vehicle crashes being the leading cause of death among young Americans.,car accidents are the No.,0,0.54666287
D0608H,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,APW19990831.0237,555,Several were driven by the knowledge that car accidents are the No.,"597, 622","597, 622",car accidents are the No.,car accidents are the No.,0,0.71070683
D0608H,APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.",APW19990113.0033,2355,--Children ages 4 to 8 should be properly secured in booster seats because they are not old enough to fit adult seat belts.,"2355, 2377","645, 765",--Children ages 4 to 8,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8",0,0.5417027
D0608H,APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.",APW19990113.0033,2355,--Children ages 4 to 8 should be properly secured in booster seats because they are not old enough to fit adult seat belts.,"2355, 2478","645, 765",--Children ages 4 to 8 should be properly secured in booster seats because they are not old enough to fit adult seat belts.,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8",0,0.6626635
D0608H,APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.",APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.","645, 765","645, 765","``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8","``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8",0,0.73208195
D0608H,APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.",APW20000314.0031,2837,"He said children should be in child restraints up to age 4, in booster seats to age 8 and in the back seat at all times.","2837, 2943","645, 765","He said children should be in child restraints up to age 4, in booster seats to age 8 and in the back seat","``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8",0,0.67118514
D0608H,APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.",APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.","771, 787;791, 823","771, 787;791, 823",in the back seat...said Hall -- speaking in a state,in the back seat...said Hall -- speaking in a state,0,0.7232696
D0608H,APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.",APW19990831.0237,645,"``Safety advocates know that children should be in child restraints up to the age of 4, in booster seats to the age of 8, and in the back seat,'' said Hall -- speaking in a state where 2-year-olds can be legally restrained by nothing other than a seat belt.","816, 902","816, 902",a state where 2-year-olds can be legally restrained by nothing other than a seat belt.,a state where 2-year-olds can be legally restrained by nothing other than a seat belt.,0,0.7304775
D0608H,APW19990831.0237,903,But ``not one of the 50 states has a child restraint law with all of these requirements in it.'',APW19990831.0237,903,But ``not one of the 50 states has a child restraint law with all of these requirements in it.'',"907, 997","907, 997",``not one of the 50 states has a child restraint law with all of these requirements in it.,``not one of the 50 states has a child restraint law with all of these requirements in it.,0,0.7176932
D0608H,APW19990831.0237,903,But ``not one of the 50 states has a child restraint law with all of these requirements in it.'',APW20000314.0031,2958,"''However, not one state currently has a comprehensive child passenger protection law with all of these requirements,'' Hall said.","2969, 3074","907, 997",not one state currently has a comprehensive child passenger protection law with all of these requirements,``not one of the 50 states has a child restraint law with all of these requirements in it.,0,0.6525644
D0608H,APW19990831.0237,1000,"Indeed, no state requires booster seats for children 4 to 8, he said.",APW19990831.0237,1000,"Indeed, no state requires booster seats for children 4 to 8, he said.","1008, 1059","1008, 1059",no state requires booster seats for children 4 to 8,no state requires booster seats for children 4 to 8,0,0.6900996
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990407.0101,2033,"In a speech in January, Hall announced the safety board was recommending a nationwide network of fitting stations to check that child seats are properly installed to protect children in auto crashes.","2033, 2055;2057, 2146","1070, 1080;1082, 1135",In a speech in January...Hall announced the safety board was recommending a nationwide network of fitting stations,In January...the NTSB asked all states to set up fitting stations.,0,0.6281932
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990408.0121,2278,"In a speech in January, Hall announced the safety board was recommending a nationwide network of fitting stations to check that child seats are properly installed to protect children in auto crashes.","2278, 2300;2302, 2391","1070, 1080;1082, 1135",In a speech in January...Hall announced the safety board was recommending a nationwide network of fitting stations,In January...the NTSB asked all states to set up fitting stations.,0,0.6281932
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990603.0019,1814,The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"1814, 1912","1070, 1080;1082, 1135",The company's move follows a recommendation by the National Transportation Safety Board in January,In January...the NTSB asked all states to set up fitting stations.,0,0.6895781
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990603.0019,1814,The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"1913, 2052","1070, 1080;1082, 1135",that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,In January...the NTSB asked all states to set up fitting stations.,0,0.6102264
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990603.0163,1265,The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"1265, 1363","1070, 1080;1082, 1135",The company's move follows a recommendation by the National Transportation Safety Board in January,In January...the NTSB asked all states to set up fitting stations.,0,0.6895781
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990603.0163,1265,The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"1364, 1503","1070, 1080;1082, 1135",that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,In January...the NTSB asked all states to set up fitting stations.,0,0.6102264
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.","195, 203;259, 325","1070, 1080;1082, 1135",Jim Hall...asked states Monday to get moving on setting up ``fitting stations,In January...the NTSB asked all states to set up fitting stations.,0,0.5706967
D0608H,APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.",APW19990831.0237,1070,"In January, the NTSB asked all states to set up fitting stations.","1070, 1080;1082, 1135","1070, 1080;1082, 1135",In January...the NTSB asked all states to set up fitting stations.,In January...the NTSB asked all states to set up fitting stations.,0,0.7383408
D0608H,APW19990831.0237,1136,"So far, two are doing so, New York and South Carolina.",APW19990831.0237,1136,"So far, two are doing so, New York and South Carolina.","1144, 1190","1144, 1190","two are doing so, New York and South Carolina.","two are doing so, New York and South Carolina.",0,0.71866286
D0608H,APW19990831.0237,1191,"Three others -- Hawaii, Idaho and Indiana -- are establishing sites where motorists can get trained in using the seats, according to the board.",APW19990831.0237,1191,"Three others -- Hawaii, Idaho and Indiana -- are establishing sites where motorists can get trained in using the seats, according to the board.","1191, 1232;1236, 1334","1191, 1232;1236, 1334","Three others -- Hawaii, Idaho and Indiana...are establishing sites where motorists can get trained in using the seats, according to the board.","Three others -- Hawaii, Idaho and Indiana...are establishing sites where motorists can get trained in using the seats, according to the board.",0,0.7416281
D0608H,APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.",APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.","1347, 1452","1347, 1452","DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento","DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento",0,0.7425519
D0608H,APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.",APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.","1454, 1466;1472, 1533","1454, 1466;1472, 1533",Calif.  Hall...urged states to pitch the value of seat belts to black youths,Calif.  Hall...urged states to pitch the value of seat belts to black youths,0,0.73115337
D0608H,APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.",APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.","1518, 1533;1539, 1550","1518, 1533;1539, 1550",to black youths...he said are,to black youths...he said are,0,0.67247206
D0608H,APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.",APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.","1521, 1533;1547, 1589","1521, 1533;1547, 1589",black youths...are half as likely as whites and Hispanics,black youths...are half as likely as whites and Hispanics,0,0.6873419
D0608H,APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.",APW19990831.0237,1335,"Separately, DaimlerChrysler AG is setting up fitting stations in Minneapolis, Washington, D.C., Denver and Sacramento, Calif.  Hall also urged states to pitch the value of seat belts to black youths, who he said are half as likely as whites and Hispanics to use them.","1569, 1602","1569, 1602",whites and Hispanics to use them.,whites and Hispanics to use them.,0,0.68040043
D0608H,APW19990831.0237,1603,"If seat belt use were universal among young blacks, that could save 1,300 lives a year, he said.",APW19990831.0237,1603,"If seat belt use were universal among young blacks, that could save 1,300 lives a year, he said.","1606, 1653","1606, 1653",seat belt use were universal among young blacks,seat belt use were universal among young blacks,0,0.707171
D0608H,APW19990831.0237,1603,"If seat belt use were universal among young blacks, that could save 1,300 lives a year, he said.",APW19990831.0237,1603,"If seat belt use were universal among young blacks, that could save 1,300 lives a year, he said.","1635, 1654;1660, 1689","1635, 1654;1660, 1689","among young blacks,...could save 1,300 lives a year","among young blacks,...could save 1,300 lives a year",0,0.72507364
D0608H,APW19990831.0237,1700,He held out New Mexico's graduated licensing law as a fitting model as the number of young people behind the wheel increases an expected 22 percent by 2005.,APW19990831.0237,1700,He held out New Mexico's graduated licensing law as a fitting model as the number of young people behind the wheel increases an expected 22 percent by 2005.,"1700, 1824","1700, 1824",He held out New Mexico's graduated licensing law as a fitting model as the number of young people behind the wheel increases,He held out New Mexico's graduated licensing law as a fitting model as the number of young people behind the wheel increases,0,0.7260772
D0608H,APW19990831.0237,1700,He held out New Mexico's graduated licensing law as a fitting model as the number of young people behind the wheel increases an expected 22 percent by 2005.,APW19990831.0237,1700,He held out New Mexico's graduated licensing law as a fitting model as the number of young people behind the wheel increases an expected 22 percent by 2005.,"1771, 1856","1771, 1856",the number of young people behind the wheel increases an expected 22 percent by 2005.,the number of young people behind the wheel increases an expected 22 percent by 2005.,0,0.7370523
D0608H,APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.",APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.","1857, 1983","1857, 1983","The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young","The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young",0,0.72600526
D0608H,APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.",APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.","1929, 2003","1857, 1983",both restricting night driving and the number of young passengers allowed.,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young",0,0.7109175
D0608H,APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.",APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.","1857, 1983","1929, 2003","The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young",both restricting night driving and the number of young passengers allowed.,0,0.6371312
D0608H,APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.",APW19990831.0237,1857,"The law requires a learning permit followed by an intermediate license, both restricting night driving and the number of young passengers allowed.","1929, 2003","1929, 2003",both restricting night driving and the number of young passengers allowed.,both restricting night driving and the number of young passengers allowed.,0,0.74374485
D0608H,APW19990831.0237,2004,A full license is granted only with a clean record.,APW19990831.0237,2004,A full license is granted only with a clean record.,"2004, 2055","2004, 2055",A full license is granted only with a clean record.,A full license is granted only with a clean record.,0,0.70564854
D0608H,APW19990831.0237,2056,"Hall praised DaimlerChrysler, but said ``states shouldn't wait for automakers to do something.''",APW19990831.0237,2056,"Hall praised DaimlerChrysler, but said ``states shouldn't wait for automakers to do something.''","2056, 2084","2056, 2084",Hall praised DaimlerChrysler,Hall praised DaimlerChrysler,0,0.70438486
D0608H,APW19990831.0237,2056,"Hall praised DaimlerChrysler, but said ``states shouldn't wait for automakers to do something.''",APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1883, 1941","2056, 2084",Hall praised a DaimlerChrysler program launched last month,Hall praised DaimlerChrysler,0,0.535229
D0608H,APW19990831.0237,2056,"Hall praised DaimlerChrysler, but said ``states shouldn't wait for automakers to do something.''",APW19990831.0237,2056,"Hall praised DaimlerChrysler, but said ``states shouldn't wait for automakers to do something.''","2056, 2060;2090, 2150","2056, 2060;2090, 2150",Hall...said ``states shouldn't wait for automakers to do something.,Hall...said ``states shouldn't wait for automakers to do something.,0,0.73303956
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990113.0033,0,"WASHINGTON (AP) -- The government should set up a nationwide network of fitting stations for child seats to help save children's lives in car crashes, the National Transportation Safety Board recommended Wednesday.","19, 104","2155, 2312",The government should set up a nationwide network of fitting stations for child seats,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.60399634
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990113.0033,1135,"The fitting stations could be established across the United States at vehicle inspection sites, motor vehicle administration offices, fire stations or automobile dealerships, Hall said.","1135, 1308","2155, 2312","The fitting stations could be established across the United States at vehicle inspection sites, motor vehicle administration offices, fire stations or automobile dealerships","They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.563828
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990407.0101,2033,"In a speech in January, Hall announced the safety board was recommending a nationwide network of fitting stations to check that child seats are properly installed to protect children in auto crashes.","2033, 2055;2057, 2146","2155, 2312",In a speech in January...Hall announced the safety board was recommending a nationwide network of fitting stations,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.5122047
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990408.0121,2278,"In a speech in January, Hall announced the safety board was recommending a nationwide network of fitting stations to check that child seats are properly installed to protect children in auto crashes.","2278, 2300;2302, 2391","2155, 2312",In a speech in January...Hall announced the safety board was recommending a nationwide network of fitting stations,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.5122047
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990603.0019,362,DaimlerChrysler is the first automaker to accept a federal agency's challenge by creating a permanent free service using trained personnel to help customers fit child seats.,"440, 535","2155, 2312",by creating a permanent free service using trained personnel to help customers fit child seats.,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.539262
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990603.0019,1814,The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"1913, 2052","2155, 2312",that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.6189196
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990603.0163,167,DaimlerChrysler is the first automaker to accept a federal agency's challenge by creating a permanent free service using trained personnel to help customers fit child seats.,"245, 340","2155, 2312",by creating a permanent free service using trained personnel to help customers fit child seats.,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.539262
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990603.0163,1265,The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"1364, 1503","2155, 2312",that a nationwide network of ``fitting stations'' for child seats be established to prevent the deaths of children in automobile accidents.,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.6189196
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990831.0237,195,"Jim Hall, chairman of the National Transportation Safety Board, asked states Monday to get moving on setting up ``fitting stations'' where parents go to have child restraints installed and checked.","195, 203;259, 325","2155, 2312",Jim Hall...asked states Monday to get moving on setting up ``fitting stations,"They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.6177318
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.","2155, 2312","2155, 2312","They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places","They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.7308046
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW20000209.0099,2701,"Another safety agency, the National Transportation Safety Board, called attention to the problem of wrongly installed seats, urging creation of a network of permanent ""fitting stations"" for child seats that the government, automakers and private safety agencies would operate jointly.","2701, 2722;2826, 2902","2155, 2312","Another safety agency...urging creation of a network of permanent ""fitting stations"" for child seats","They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places",0,0.57684666
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.","2319, 2336;2347, 2357","2319, 2336;2347, 2357",cars are annually...for safety,cars are annually...for safety,0,0.695415
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.","2319, 2323;2337, 2357","2319, 2336;2347, 2357",cars...inspected for safety,cars are annually...for safety,0,0.63923156
